#separator:tab
#html:true
#tags column:3
#guid column:4
#deck:Français PT*::Thème 2 Création::Platon
Quel effet la poésie imitative a-t-elle sur l'âme, selon <i>Rép.</i> X ?	<b>Elle éveille, nourrit et fortifie la partie irrationnelle, et ruine la partie qui calcule.</b><br>Elle installe ainsi dans chaque âme une mauvaise constitution, comme on perdrait une cité en livrant le pouvoir aux méchants.<br><small>Réf. : <i>Rép.</i> X, 605b-c</small>	platon republique-x fil theme2-creation	pla-042
Quelle est l'accusation la plus grave portée contre la poésie dans <i>Rép.</i> X ?	<b>Elle corrompt même les meilleurs d'entre nous, à de rares exceptions près.</b><br>Devant un héros qui se lamente, nous prenons plaisir et louons le poète qui nous bouleverse le plus, alors que dans nos malheurs nous tenons pour honorable de rester calmes.<br><small>Réf. : <i>Rép.</i> X, 605c-e</small>	platon republique-x fil theme2-creation	pla-043
Par quel mécanisme la tragédie affaiblit-elle notre maîtrise de nous-mêmes ?	<b>La pitié nourrie au spectacle des malheurs d'autrui devient difficile à contenir dans les nôtres.</b><br>La raison laisse faire, car la souffrance est celle d'un autre et le plaisir semble un pur gain.<br><small>Réf. : <i>Rép.</i> X, 606a-b</small>	platon republique-x fil theme2-creation	pla-044
Le mécanisme de la pitié vaut-il pour d'autres passions (<i>Rép.</i> X) ?	<b>Oui : le rire, le désir amoureux, la colère, et tous les désirs, peines et plaisirs.</b><br>La poésie les arrose au lieu de les assécher, et les fait commander au lieu d'obéir.<br><small>Réf. : <i>Rép.</i> X, 606c-d</small>	platon republique-x fil theme2-creation	pla-045
Que concède Socrate à ceux qui voient en Homère l'éducateur de la Grèce ?	<b>Qu'Homère est le plus poète des poètes et le premier des tragiques.</b><br>Enjeu du débat (interprétation) : qui doit éduquer les Grecs, le poète ou le philosophe ?<br><small>Réf. : <i>Rép.</i> X, 606e-607a</small>	platon republique-x fil theme2-creation	pla-046
Formule (<i>Rép.</i> X 607a) : quelle poésie seule sera admise dans la cité ?	<b>Les hymnes aux dieux et les éloges des hommes de bien.</b><br>Admettre la Muse qui charme, lyrique ou épique, ferait régner plaisir et douleur à la place de la loi et de la raison.<br><small>Réf. : <i>Rép.</i> X, 607a. Mots exacts de ta traduction : à recopier ici [à vérifier dans ton édition]</small>	platon republique-x fil formule a-verifier theme2-creation	pla-047
Formule (<i>Rép.</i> X 607b) : dans quelle vieille rivalité Socrate inscrit-il l'exclusion des poètes ?	<b>L'ancien différend entre la philosophie et la poésie.</b><br>Il en donne pour signes quelques formules injurieuses contre les philosophes, d'origine incertaine.<br><small>Réf. : <i>Rép.</i> X, 607b-c. Mots exacts de ta traduction : à recopier ici [à vérifier dans ton édition]</small>	platon republique-x fil formule a-verifier theme2-creation	pla-048
À quelles conditions la poésie pourrait-elle revenir dans la cité (<i>Rép.</i> X) ?	<b>Si elle prouve qu'elle est utile à la cité et à la vie humaine, et pas seulement agréable.</b><br>Elle peut plaider en vers, ou par la voix de ses amateurs en prose ; on l'écoutera avec bienveillance, car on est sensible à son charme.<br><small>Réf. : <i>Rép.</i> X, 607c-e</small>	platon republique-x fil theme2-creation	pla-049
Si la poésie ne parvient pas à se justifier, que fera-t-on, selon <i>Rép.</i> X ?	<b>On s'en détournera, comme un amant renonce à un amour qu'il juge nuisible.</b><br>En l'écoutant, on se répétera nos raisons comme une incantation contre son charme.<br><small>Réf. : <i>Rép.</i> X, 607e-608a</small>	platon republique-x fil theme2-creation	pla-050
Formule (<i>Rép.</i> X 608b) : pourquoi faut-il rester en garde face à la poésie ?	<b>Parce que l'enjeu est grand, plus grand qu'on ne croit : devenir bon ou mauvais.</b><br>Ni les honneurs, ni la richesse, ni la poésie ne doivent faire négliger la justice.<br><small>Réf. : <i>Rép.</i> X, 608b. Mots exacts de ta traduction : à recopier ici [à vérifier dans ton édition]</small>	platon republique-x fil formule a-verifier theme2-creation	pla-051
Dans un sujet sur l'inspiration, quelle thèse l'<i>Ion</i> permet-il de soutenir, et avec quel exemple ?	<b>La création échappe au créateur : le poète crée hors de lui, par un don divin, non par un savoir.</b><br>Exemple : Tynnichos, poète médiocre à qui l'on doit pourtant l'un des plus beaux chants.<br><small>Réf. : <i>Ion</i> 533d-535a</small>	platon ion dissertation theme2-creation	pla-052
Quelles limites l'<i>Ion</i> lui-même suggère-t-il à l'éloge de l'inspiration ?	<b>Être divin, c'est parler sans savoir ; et l'inspiré qui pleure sur scène surveille sa recette.</b><br>Problématique possible : l'inspiration est-elle une grâce ou un alibi du créateur ?<br><small>Réf. : <i>Ion</i> 535e ; 542a-b</small>	platon ion dissertation theme2-creation	pla-053
Dans un sujet sur l'effet de l'œuvre sur le public, quelles images Platon fournit-il ?	<b>La chaîne aimantée, qui transmet l'émotion du poète au spectateur (<i>Ion</i>), et la contagion des passions : la poésie les nourrit au lieu de les assécher (<i>Rép.</i> X).</b><br>Dans les deux cas, le public est entraîné, non instruit.<br><small>Réf. : <i>Ion</i> 535b-536a ; <i>Rép.</i> X, 605c-606d</small>	platon ion republique-x dissertation theme2-creation	pla-054
Les « arcanes » de la création : mystère ou illusion ? Que répondent l'<i>Ion</i> et <i>Rép.</i> X ?	<b><i>Ion</i> : un mystère sacré, puisque le poète ignore d'où vient ce qu'il crée. <i>Rép.</i> X : une illusion, un tour de miroir ou de charlatan.</b><br>Problématique possible : le secret de la création est-il un mystère ou un effet d'apparence ?<br><small>Réf. : <i>Ion</i> 534b-d ; <i>Rép.</i> X, 596c-e, 598b-d</small>	platon ion republique-x dissertation theme2-creation	pla-055
L'<i>Ion</i> et <i>Rép.</i> X disent-ils la même chose du poète ?	<b>Oui sur un point : le poète ne sait pas ce dont il parle (ni technè selon l'<i>Ion</i> ; ni science ni opinion droite selon <i>Rép.</i> X).</b><br>Mais l'<i>Ion</i> explique sa réussite par un don divin, <i>Rép.</i> X par l'imitation d'apparences, qu'elle condamne pour ses effets.<br><small>Réf. : <i>Ion</i> 533d-534c ; <i>Rép.</i> X, 598b, 602a, 605b</small>	platon ion republique-x dissertation theme2-creation	pla-056
Avec quelle œuvre du programme confronter <i>Rép.</i> X sur l'art et la vérité ?	<b><i>L'Œuvre</i> de Zola : Claude Lantier s'épuise à vouloir saisir la vérité de la nature et du Paris moderne.</b><br>Son échec peut illustrer Platon, ou au contraire faire de la création une quête exigeante du vrai : l'art ne copie pas, il transfigure ou révèle.<br><small>Réf. : <i>Rép.</i> X, 597e-598b ; Zola, <i>L'Œuvre</i>, passim</small>	platon republique-x zola dissertation theme2-creation	pla-057
Comment nuancer la condamnation de la poésie à l'intérieur même de Platon ?	<b>Socrate avoue le charme de la poésie, garde hymnes et éloges, et laisse ouverte une défense qui prouverait son utilité.</b><br>Et Platon pense lui-même par images : l'aimant de l'<i>Ion</i>.<br><small>Réf. : <i>Rép.</i> X, 607a-e ; <i>Ion</i> 533d-536a</small>	platon ion republique-x dissertation theme2-creation	pla-058
Quelles œuvres du thème déplacent la question de l'inspiration, et comment ?	<b>Woolf la ramène aux conditions matérielles (de l'argent et un lieu à soi) ; Zola fait de la création un labeur acharné, souvent douloureux.</b><br>Chez Woolf, la sœur imaginaire de Shakespeare montre le génie étouffé faute de ces conditions.<br><small>Réf. : Woolf, <i>Un lieu à soi</i>, ch. 1 et ch. 3 ; Zola, <i>L'Œuvre</i>, passim</small>	platon woolf zola dissertation theme2-creation	pla-059
