#separator:tab
#html:true
#tags column:3
#guid column:4
#deck:Français PT*::Thème 1 Nature::Haushofer
Qui est Bella, dans <i>Le Mur invisible</i> de Haushofer ?	<b>Une vache abandonnée, recueillie dès les premiers jours et ramenée au chalet.</b><br>Elle donne du lait, mais il faut la soigner et faucher chaque été le foin de son hiver.<br><small>Réf. : premiers jours ; étés (fenaison) [non vérifié]</small>	theme1 haushofer personnage	hau-009
Qui est Taureau, dans <i>Le Mur invisible</i> de Haushofer ?	<b>Le veau de Bella, né au premier hiver : la narratrice aide la vache à vêler.</b><br>La narratrice s'en tire seule : un savoir pratique, trouvé dans l'urgence. Devenu adulte, il est tué à la hache par l'inconnu, à l'alpage.<br><small>Réf. : premier hiver (naissance) ; fin du récit, à l'alpage (mort) [non vérifié]</small>	theme1 haushofer personnage	hau-030
Dans <i>Le Mur invisible</i>, quel animal vient de lui-même au chalet, sans se laisser commander ?	<b>Une chatte à demi sauvage, méfiante, qui s'apprivoise peu à peu.</b><br>Aucun de ses petits ne survit : l'un est tué par un renard, les autres meurent ou disparaissent. Joie, puis deuil.<br><small>Réf. : au fil du récit ; noms et sort des petits : voir « Points à vérifier » [non vérifié]</small>	theme1 haushofer personnage	hau-010
Quel oiseau, rejeté par les siens, la narratrice du <i>Mur invisible</i> nourrit-elle ?	<b>Une corneille blanche, que les autres corneilles rejettent.</b><br>Apparue au deuxième hiver, la corneille est nourrie sans utilité : pur attachement à un vivant exclu. Dans les dernières lignes, elle attend encore la narratrice.<br><small>Réf. : deuxième hiver ; dernières lignes du récit [non vérifié]</small>	theme1 haushofer personnage	hau-011
Qu'est-ce qui pousse la narratrice du <i>Mur invisible</i> à continuer de vivre et de travailler ?	<b>Ses bêtes : elles dépendent d'elle, et elle s'en sent responsable.</b><br>Le soin remplace les liens sociaux perdus. À la fin, elle veillera sur Bella et le veau à naître, sachant que deuil et dur travail dureront toute sa vie.<br><small>Réf. : au fil du récit ; dernières pages [non vérifié]</small>	theme1 haushofer notion	hau-015
Quelles cultures la narratrice du <i>Mur invisible</i> entreprend-elle pour se nourrir ?	<b>Des pommes de terre et des haricots, dans un champ près du chalet.</b><br>Elle apprend surtout en tâtonnant. Une récolte perdue, c'est la faim : même l'été à l'alpage, elle redescend surveiller son champ.<br><small>Réf. : premier été, puis étés suivants [non vérifié]</small>	theme1 haushofer scene	hau-012
Comment la narratrice du <i>Mur invisible</i> se procure-t-elle de la viande ?	<b>En chassant le chevreuil avec un fusil du chalet.</b><br>Tuer lui répugne : elle le fait par nécessité, pour elle et pour Lynx. Elle se découvre prédatrice parmi les vivants.<br><small>Réf. : dès la première année, puis au fil des saisons [non vérifié]</small>	theme1 haushofer scene	hau-014
Que vit la narratrice du <i>Mur invisible</i> pendant son premier été à l'alpage ?	<b>Une paix profonde : son moi se dissout, elle perd la notion du temps.</b><br>Elle y monte avec ses bêtes, pour l'herbe de Bella, deux étés de suite. Le second finit dans le sang : c'est là que surgit l'homme.<br><small>Réf. : premier été à l'alpage (deuxième été du récit) ; formulation d'après des résumés [non vérifié]</small>	theme1 haushofer scene	hau-018
À la fin, à l'alpage, qui tue Taureau puis Lynx ?	<b>Un inconnu, à coups de hache : le premier humain vivant qu'elle rencontre.</b><br>Revenant d'une excursion avec Lynx, elle trouve Taureau abattu ; Lynx se jette sur l'homme, qui le tue à son tour.<br><small>Réf. : fin du récit, second été à l'alpage ; ordre exact de la scène [non vérifié]</small>	theme1 haushofer scene	hau-020
Comment la narratrice réagit-elle au massacre de Taureau et de Lynx ?	<b>Elle prend son fusil et abat l'homme.</b><br>Elle ne saura jamais qui il était ni pourquoi il a frappé. Elle redescend ensuite au chalet de chasse, où elle commencera son récit.<br><small>Réf. : fin du récit, à l'alpage [non vérifié]</small>	theme1 haushofer scene	hau-021
Dans les dernières pages du <i>Mur invisible</i>, quelle nouvelle rend l'avenir possible ?	<b>Bella attend un veau : la vie continue malgré les morts.</b><br>La narratrice espère aussi de nouveaux chatons. Elle cesse d'écrire, faute de papier, mais non de vivre.<br><small>Réf. : dernières pages du récit [non vérifié]</small>	theme1 haushofer scene	hau-022
Quel exemple de Haushofer pour montrer que l'expérience ne livre pas le pourquoi des choses ?	<b>Le mur : longé, éprouvé, jamais expliqué.</b><br>Elle voit les êtres pétrifiés, suppose une arme, puis renonce à comprendre : peu à peu, le mur passe à l'arrière-plan du récit.<br><small>Réf. : début du récit (découverte, hypothèse), puis au fil du récit [non vérifié]</small>	theme1 haushofer dissertation	hau-023
Quel exemple de Haushofer pour montrer que connaître la nature passe par le travail ?	<b>La survie apprise par l'erreur et la fatigue : cultures, foin, chasse.</b><br>Un savoir pratique, appris avec le corps, sans maître, aidé de rares souvenirs d'enfance : un savoir-faire plus qu'une théorie (interprétation).<br><small>Réf. : Haushofer, au fil des saisons [non vérifié]</small>	theme1 haushofer dissertation	hau-024
Pourquoi ne pas lire <i>Le Mur invisible</i> comme une robinsonnade heureuse, un éloge du retour à la nature ?	<b>Le roman dit aussi l'épuisement, la peur, le deuil et le meurtre.</b><br>La nature nourrit mais use le corps ; l'hiver isole ; la fin est un massacre. Erreur signalée par le plan modèle (échantillon 06, § 5).<br><small>Réf. : hivers ; fin du récit, à l'alpage [non vérifié] ; échantillon 06, § 5</small>	theme1 haushofer dissertation	hau-031
Quel exemple de Haushofer pour montrer que la pire violence vient des hommes, non de la nature ?	<b>L'inconnu qui tue Taureau et Lynx ; le mur, arme humaine selon son hypothèse.</b><br>Nuance : la narratrice tue aussi, des chevreuils puis l'homme, mais par nécessité ou sous le choc. La nature est indifférente, non cruelle (interprétation).<br><small>Réf. : fin du récit, à l'alpage ; hypothèse sur le mur au début [non vérifié]</small>	theme1 haushofer dissertation	hau-027
Quel exemple de Haushofer pour montrer qu'une expérience trop intime de la nature suspend la connaissance ?	<b>L'alpage : son moi s'y dissout, elle ne met plus rien à distance.</b><br>Libération heureuse, mais sans recul : c'est l'écriture, après coup, qui ressaisit ce vécu (interprétation).<br><small>Réf. : premier été à l'alpage ; hiver de l'écriture [non vérifié] ; échantillon 06, II.3</small>	theme1 haushofer dissertation	hau-026
Quel exemple de Haushofer pour montrer que le récit transforme l'épreuve en connaissance ?	<b>Son récit, écrit l'hiver suivant, ordonne après coup ce qu'elle a vécu.</b><br>Au jour le jour, elle survivait ; en écrivant, elle comprend qu'elle est un vivant parmi d'autres, capable de soigner et de tuer (interprétation).<br><small>Réf. : hiver de l'écriture, du 5 novembre à fin février [non vérifié] ; échantillon 06, III.2</small>	theme1 haushofer dissertation	hau-028
