#separator:tab
#html:true
#tags column:3
#guid column:4
#deck:Français PT*::Méthode
Dans un résumé, quel contresens fausse toute la thèse de l'auteur ?	<b>Présenter une concession, ou la thèse qu'il réfute, comme sa propre thèse.</b><br>Marque-les en marge (C : concession ; A : thèse adverse), écris sa thèse en une phrase, puis rédige. Garde ses nuances : « souvent » n'est pas « toujours ».<br><small>Réf. : fiche méthode P3, § 1.1 (fidélité) ; § 2 (codes C et A) ; § 4, erreurs 5 et 6</small>	methode resume	met-030
Qu'est-ce qu'une bonne problématique de dissertation ?	<b>Une question qui formule une tension du sujet, pas une simple reformulation.</b><br>Plate, elle redit le sujet : « L'expérience fait-elle connaître la nature ? » Tendue : suffit-il d'éprouver la nature pour la connaître, ou faut-il s'arracher à l'expérience ?<br><small>Réf. : corrigé de dissertation P6, § 1, étapes 3, 4 et 6</small>	methode methode-dissertation	met-015
Quand tu passes à l'interrogation indirecte (« on se demandera si… »), que supprimes-tu ?	<b>L'inversion du sujet et le point d'interrogation.</b><br>Faux : « On se demandera si l'expérience suffit-elle ? » Juste : « On se demandera si l'expérience suffit. » Ou une vraie question : « L'expérience suffit-elle ? »<br><small>Réf. : règle de grammaire (interrogation indirecte)</small>	methode langue	met-028
Dans quel ordre restitues-tu les idées du texte dans ton résumé ?	<b>Dans l'ordre du texte, sans recomposer son plan.</b><br>Donne à chaque mouvement un nombre de mots proportionné à sa longueur. Erreur typique : début trop détaillé, fin sacrifiée.<br><small>Réf. : fiche méthode P3, § 1.1 (ordre) ; § 2 (budget de mots) ; § 4, erreur 9</small>	methode resume	met-010
Quelle différence y a-t-il entre raconter un exemple et l'analyser ?	<b>Analyser, c'est dire ce que l'exemple prouve pour le sujet.</b><br>Raconté : <i>le canot est pris dans le Maelstrom.</i> Analysé : <i>Aronnax y perd connaissance (II, 22) ; l'épreuve la plus intense lui ôte tout moyen de connaître la mer.</i><br><small>Réf. : corrigé de dissertation P6, § 3 (II.3) et § 5 ; Verne, II, 22 (vérifié dans le texte Hetzel)</small>	methode methode-dissertation	met-019
À la fin d'un verbe, comment choisir entre -é et -er ?	<b>Remplace par « vendre » ou « vendu » : vendre donne -er, vendu donne -é.</b><br>« Il faut observer » : il faut vendre, donc -er. « Il a observé » : il a vendu, donc -é. Fais ce test à chaque relecture.<br><small>Réf. : règle de grammaire (substitution par un verbe du 3e groupe)</small>	methode langue	met-033
Résumé imposé en 200 mots (180 à 220) : ton brouillon en fait 240. Que fais-tu ?	<b>Tu raccourcis ton résumé ; tu ne maquilles jamais le total annoncé.</b><br>Si la consigne demande le total, annonce le nombre réel. Faute de temps pour couper, avoue 240 : 2 points perdus, contre 4 avec un total faux.<br><small>Réf. : fiche méthode P3, § 1.2 (corrige le texte, jamais le chiffre) ; barème : rapports du jury (extraits lus par recherche web) et PROGRAMME.md, § 3 [non vérifié]</small>	methode resume	met-005
Tu as bien appris tes fiches : quelle erreur de fond te guette en dissertation ?	<b>Réciter ton cours ou un plan tout fait au lieu de traiter le sujet posé.</b><br>C'est un hors-sujet. Chaque paragraphe doit répondre à la problématique : un exemple juste, mais sans rapport avec la question, ne rapporte rien.<br><small>Réf. : rapport Français B 2022 (extraits lus par recherche web : récitation du cours et plan plaqué dénoncés) [non vérifié]</small>	methode methode-dissertation	met-032
Quel type de mot places-tu à chaque articulation du raisonnement dans ton résumé ?	<b>Un connecteur logique : mais, or, donc, car, pourtant…</b><br>C'est le mot le plus rentable : il porte tout un raisonnement. Sans connecteurs, le résumé devient une liste d'idées juxtaposées.<br><small>Réf. : fiche méthode P3, § 3 (tableau des connecteurs) ; § 4, erreur 10</small>	methode resume	met-011
Que doit faire, avant tout, la conclusion de ta dissertation ?	<b>Répondre nettement à la problématique, en reprenant les étapes du parcours.</b><br>Aucun argument ni exemple nouveau. L'ouverture est facultative : une question plaquée n'apporte rien.<br><small>Réf. : corrigé de dissertation P6, § 4 (conclusion rédigée) ; attendu confirmé par le rapport Français B 2022 (extraits lus par recherche web) ; ouverture : conseil courant, pas une règle du jury</small>	methode methode-dissertation	met-022
Dans ton résumé, quels mots du texte as-tu le droit de reprendre ?	<b>Seulement les mots-clés du débat, jamais des phrases ou morceaux de phrases.</b><br>Le montage de passages recopiés est sanctionné. Rédige à partir de ton tableau des idées, texte fermé, pour ne pas recopier malgré toi.<br><small>Réf. : fiche méthode P3, § 1.1 (reformulation) ; § 4, erreur 7</small>	methode resume	met-009
Le sujet de dissertation est tiré du texte résumé : que vérifies-tu d'abord ?	<b>Sa place dans l'argumentation : thèse de l'auteur, concession, ou thèse qu'il réfute.</b><br>Lis donc le sujet avant le texte et repère le passage d'où il vient : le sens du sujet, donc ta problématique, en dépend.<br><small>Réf. : fiche méthode P3, § 2 (étape 0) et § 6 ; PROGRAMME.md, § 3 ; forme exacte du sujet à regarder dans les annales [non vérifié]</small>	methode methode-dissertation	met-013
Selon la règle de décompte usuelle, combien de mots compte « l'expérience » ?	<b>Deux : l'apostrophe sépare les mots, comme un blanc.</b><br>La ponctuation ne compte pas. Traits d'union (« c'est-à-dire » : 2 ou 4 mots), « aujourd'hui » et chiffres varient selon la consigne : évite-les.<br><small>Réf. : PROGRAMME.md, § 3 (règle usuelle, à vérifier dans la consigne de ton sujet) ; fiche méthode P3, § 1.2 [non vérifié]</small>	methode resume	met-006
Dans l'introduction, comment présentes-tu la phrase du sujet ?	<b>Citée en entier et attribuée à son auteur, puis reformulée.</b><br>Avant elle : une amorce courte, liée au sujet (pas de « de tout temps »). Après elle : l'analyse des termes, qui fait apparaître le problème.<br><small>Réf. : corrigé de dissertation P6, § 1 (encadré de l'étape 1) et § 2 ; « de tout temps » : conseil courant ; forme du sujet (phrase citée) à vérifier dans les annales [non vérifié]</small>	methode methode-dissertation	met-016
Quelle est la dernière étape de l'introduction ?	<b>L'annonce du plan : l'idée directrice de chaque partie.</b><br>Juste avant vient la problématique. Présente aussi les œuvres, une phrase chacune : auteur, titre souligné, genre (essai, roman, récit).<br><small>Réf. : corrigé de dissertation P6, § 2 ; genre des œuvres : rapport Français B 2022 (extraits lus par recherche web) [non vérifié] ; ordre exact à aligner sur ton professeur (Q11)</small>	methode methode-dissertation	met-017
Avec l'auxiliaire avoir, quand le participe passé s'accorde-t-il ?	<b>Avec le COD, seulement quand ce COD est placé avant le verbe.</b><br>« Les exemples que j'ai choisis » : <i>que</i> reprend « les exemples », placé avant. Mais « j'ai choisi des exemples » : COD après, pas d'accord.<br><small>Réf. : règle de grammaire (accord du participe passé employé avec avoir)</small>	methode langue	met-025
Que contient une transition entre deux grandes parties de la dissertation ?	<b>Le bilan de la partie, sa limite, puis la question qui lance la suivante.</b><br>Deux ou trois phrases suffisent. Elle montre que le plan progresse : chaque partie répond à une insuffisance de la précédente.<br><small>Réf. : corrigé de dissertation P6, § 1, étape 8 et § 3 (transitions)</small>	methode methode-dissertation	met-021
À 20 minutes de la fin, ton développement n'est pas fini : que fais-tu ?	<b>Tu clos la partie en cours en deux phrases, puis tu écris une conclusion brève.</b><br>La dernière phrase de ta conclusion est déjà prête au brouillon (P6, étape 9). Sans conclusion, la copie paraît inachevée. Garde 5 minutes pour relire.<br><small>Réf. : corrigé de dissertation P6, § 1 (étape 9 ; 5 min de relecture) ; conseil courant, pas une règle du jury</small>	methode methode-dissertation	met-023
