#separator:tab
#html:true
#tags column:3
#guid column:4
#deck:Français PT*::Thème 1 Nature::Verne
Quelle hypothèse savante sur le « monstre » marin le harponneur Ned Land dément-il ?	<b>Le narwal géant d'Aronnax : la « bête » est en tôle d'acier.</b><br>Le savant range l'inconnu parmi les espèces connues ; le harponneur, dont le harpon s'est émoussé dessus, sait par l'expérience. Aronnax éprouve alors l'objet du pied.<br><small>Réf. : I, 2 (hypothèse) ; I, 7 (découverte) [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne notion	ver-012
Devant les poissons vus depuis le salon, que font Ned, Conseil et Aronnax ?	<b>Ned les nomme, Conseil les classe, Aronnax s'extasie.</b><br>Trois façons de connaître : l'expérience du harponneur, la théorie de Conseil, domestique d'Aronnax, l'émerveillement du savant. À eux deux, Ned et Conseil feraient un naturaliste.<br><small>Réf. : I, 14 ; Conseil : I, 3 [non vérifié]</small>	theme1 verne notion	ver-013
Depuis le salon, Conseil croit voir un aquarium : que lui répond Aronnax ?	<b>Un aquarium est une cage ; ces poissons-là sont libres dans leur élément.</b><br>Renversement possible : ce sont les hommes, derrière la vitre, qui sont en cage. Aronnax voit enfin ces animaux vivants et libres, non en collection.<br><small>Réf. : I, 14 [non vérifié] ; renversement : interprétation</small>	theme1 verne notion	ver-014
À quoi Nemo compare-t-il l'Océan qui nourrit son équipage ?	<b>À une vaste propriété qu'il exploite lui-même : forêts, gibier, troupeaux.</b><br>Mer « nourrice », aimée, mais aussi domaine exploité : Nemo parle en propriétaire. Lien possible : le rêve cartésien de maîtrise de la nature (voir les cartes Croisements).<br><small>Réf. : I, 10 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne notion	ver-015
Pourquoi Aronnax hésite-t-il à fuir le <i>Nautilus</i>, contrairement à Ned ?	<b>Par passion de savoir : il veut voir ce que nul homme n'a vu.</b><br>Le captif désire l'occasion de fuir, le savant la redoute : connaître la nature se paie de la liberté, voire de la vie.<br><small>Réf. : II, 1 [non vérifié]</small>	theme1 verne notion	ver-033
Que rapportent Nemo et Aronnax de leur descente à seize mille mètres de fond ?	<b>Une photographie du fond, là où plus aucune vie n'existe.</b><br>Le <i>Nautilus</i> devient instrument de science : Nemo y mène aussi des « expériences » sur la température des mers (I, 23). C'est l'expérimentation, sens savant de l'intitulé.<br><small>Réf. : II, 11 ; I, 23 [non vérifié] ; mot cité [à vérifier dans ton édition]</small>	theme1 verne notion	ver-034
Comment l'équipage échappe-t-il à la prison de glace, sous la banquise ?	<b>On creuse la glace au pic, puis le <i>Nautilus</i> l'écrase et la crève.</b><br>Un iceberg retourné l'a enfermé. Des jets d'eau bouillante retardent le gel ; l'air manque. Ned et Conseil donnent leur dernier air à Aronnax.<br><small>Réf. : II, 15 (accident) ; II, 16 (Faute d'air) [non vérifié]</small>	theme1 verne scene	ver-024
Quelle distinction Nemo fait-il entre baleines et cachalots ?	<b>Baleines inoffensives, à épargner ; cachalots cruels et malfaisants, à exterminer.</b><br>Il blâme les baleiniers qui tuent sans besoin, puis éperonne les cachalots pour sauver des baleines : une morale humaine imposée à la mer. Ned parle de boucherie.<br><small>Réf. : II, 12 [non vérifié]</small>	theme1 verne scene	ver-022
Face aux poulpes géants, pourquoi l'équipage doit-il se battre à la hache ?	<b>Les balles électriques n'éclatent pas dans leurs chairs molles.</b><br>La technique échoue : corps à corps sanglant. Un marin enlevé crie à l'aide en français ; Nemo sauve Ned, puis pleure son compagnon perdu.<br><small>Réf. : II, 18 [non vérifié]</small>	theme1 verne scene	ver-025
Dans la forêt sous-marine de l'île Crespo, quelle erreur commet un moment Aronnax ?	<b>Il prend des animaux pour des plantes : faune et flore s'y touchent.</b><br>Plantes sans racines ni fleurs, toutes dressées vers la surface : la mer brouille les catégories du naturaliste. Chasse en scaphandre, sur invitation de Nemo.<br><small>Réf. : I, 15 (invitation) ; I, 16-17 [non vérifié]</small>	theme1 verne scene	ver-017
Que fait Nemo en atteignant le pôle Sud, le 21 mars 1868 ?	<b>Il en prend possession en son nom, sous un pavillon noir à N d'or.</b><br>Il y est passé sous la banquise. Le rebelle qui fuit les États refait le geste du conquérant : l'exploration devient appropriation de la nature.<br><small>Réf. : II, 13 (banquise) ; II, 14 (pôle) [non vérifié]</small>	theme1 verne scene	ver-023
Que fait le <i>Nautilus</i> au navire de guerre qui le canonne dans l'Atlantique ?	<b>Il l'éperonne et le coule avec tout son équipage.</b><br>Nemo se dit « le droit » et « l'opprimé » face à l'oppresseur ; après le naufrage, il sanglote devant le portrait d'une femme et de deux enfants.<br><small>Réf. : II, 21 (après l'épave du <i>Vengeur</i>, II, 20) [non vérifié] ; formules [à vérifier dans ton édition]</small>	theme1 verne scene	ver-026
Comment se termine le voyage d'Aronnax, de Ned et de Conseil ?	<b>Leur canot est arraché au <i>Nautilus</i> dans le Maelstrom ; ils se réveillent aux Lofoten.</b><br>Ils allaient fuir. Dernier cri de Nemo : « assez ! » (remords ?). Son sort reste inconnu. Deux hommes ont sondé l'abîme, conclut Aronnax : Nemo et lui.<br><small>Réf. : II, 22 (îles Loffoden dans l'édition Hetzel) ; II, 23 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne scene	ver-027
Pendant la tempête du Gulf Stream, que fait Nemo au lieu de plonger ?	<b>Il brave l'ouragan à la surface, attaché à mi-corps sur la plate-forme.</b><br>Aronnax, attaché aussi, admire à la fois la tempête et l'homme qui lui tient tête : la nature devient épreuve sublime, et défi.<br><small>Réf. : II, 19 (18 mai) [non vérifié]</small>	theme1 verne scene	ver-035
Quel mot Nemo trace-t-il sur un rocher, lors d'une marche sous-marine nocturne ?	<b>ATLANTIDE : ils marchent dans les ruines du continent englouti de Platon.</b><br>Une ville entière, éclairée par un volcan sous-marin. Le mythe devient expérience vécue : la mer garde la mémoire des civilisations disparues.<br><small>Réf. : II, 9 [non vérifié]</small>	theme1 verne scene	ver-021
Où l'équipage du <i>Nautilus</i> enterre-t-il ses morts ?	<b>Dans un cimetière de corail sous-marin, où les polypes scellent les tombes.</b><br>Un marin blessé meurt ; l'équipage l'enterre et prie à genoux. Nemo sanglote : ses morts y reposent à l'abri « des requins et des hommes ».<br><small>Réf. : I, 24, dernier chapitre de la première partie [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne scene	ver-019
Que fait Nemo pour le pêcheur de perles indien, au large de Ceylan ?	<b>Il le sauve d'un requin, puis lui donne un sachet de perles.</b><br>Ned tue le requin au harpon et sauve Nemo. Nemo se dit « du pays des opprimés » : sa haine des hommes n'a pas tué sa pitié.<br><small>Réf. : II, 3 (banc de Manaar) [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne scene	ver-020
Quelle scène-phare de Verne choisir pour montrer que la technique permet l'émerveillement devant la nature ?	<b>Le salon du <i>Nautilus</i> : vitres de cristal et lumière électrique ouvrent les fonds marins.</b><br>L'eau éclairée devient « de la lumière liquide ». Limite : la vitre sépare autant qu'elle montre ; Aronnax regarde la mer sans y entrer.<br><small>Réf. : I, 14 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne dissertation	ver-028
Quelle scène-phare de Verne choisir pour montrer qu'éprouver la nature, c'est plus que la regarder ?	<b>La marche en scaphandre : Aronnax quitte la vitre et entre dans la mer.</b><br>Corps allégé (Archimède), lumière qui l'étonne : « les mots sont impuissants » à le dire. Nuance : c'est encore la technique, le scaphandre, qui rend l'épreuve possible.<br><small>Réf. : I, 16 (Promenade en plaine) ; I, 17 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne dissertation	ver-036
Quelle scène-phare de Verne choisir pour montrer que la nature résiste à la maîtrise technique ?	<b>Le <i>Nautilus</i> prisonnier de la banquise, au bord de l'asphyxie.</b><br>Nemo disait qu'à bord on n'a rien à redouter (I, 13). Aussi : les poulpes, combattus à la hache (II, 18), et le Maelstrom (II, 22).<br><small>Réf. : II, 15-16 ; I, 13 ; II, 18 ; II, 22 [non vérifié]</small>	theme1 verne dissertation	ver-029
Quelle scène-phare de Verne choisir pour opposer exploitation et respect de la nature ?	<b>Baleines épargnées, cachalots exterminés pour les défendre : Nemo trie les espèces.</b><br>Autre appui : Nemo abat une loutre de mer, espèce que la chasse pour sa fourrure menace d'extinction (I, 17). Aronnax prévoit la fin des baleines (II, 12).<br><small>Réf. : II, 12 ; I, 17 [non vérifié]</small>	theme1 verne dissertation	ver-030
Quel passage de Verne choisir pour montrer que la nature peut libérer ou emprisonner ?	<b>Nemo se dit libre sous la mer ; pour ses captifs, le <i>Nautilus</i> est une prison.</b><br>Aronnax réplique que c'est la liberté d'un prisonnier qui parcourt sa prison. Ned ne revit qu'à terre : la mer libère l'un, enferme les autres.<br><small>Réf. : I, 10 ; I, 20-21 [non vérifié]</small>	theme1 verne dissertation	ver-031
